date,prcp
11/30/2012,0
12/1/2012,0
12/2/2012,0
12/3/2012,0
12/4/2012,0.18
12/5/2012,0.07
12/6/2012,0
12/7/2012,0
12/8/2012,0
12/9/2012,0
12/10/2012,0.03
12/11/2012,0
12/12/2012,0.07
12/13/2012,0.1
12/14/2012,0.08
12/15/2012,0.1
12/16/2012,0.04
12/17/2012,0.02
12/18/2012,0.2
12/19/2012,0.24
12/20/2012,0.08
12/21/2012,0.06
12/22/2012,0.07
12/23/2012,0.02
12/24/2012,0
12/25/2012,0
12/26/2012,0.01
12/27/2012,0
12/28/2012,0
12/29/2012,0
12/30/2012,0.21
12/31/2012,0.17
1/1/2013,0.16
1/2/2013,0.07
1/3/2013,0.23
1/4/2013,0.06
1/5/2013,0.08
1/6/2013,0.19
1/7/2013,0.04
1/8/2013,0.04
1/9/2013,0.16
1/10/2013,0.05
1/11/2013,0
1/13/2013,
1/14/2013,0
1/15/2013,1.27
1/16/2013,0
1/17/2013,0.1
1/18/2013,0
1/19/2013,0
1/20/2013,0
1/21/2013,0
1/22/2013,0
1/23/2013,0
1/24/2013,0.71
1/25/2013,0.59
1/26/2013,0
1/27/2013,0.03
1/28/2013,2.6
1/29/2013,0.71
1/30/2013,0
1/31/2013,0
2/1/2013,0
2/2/2013,0
2/3/2013,0
2/4/2013,0
2/5/2013,0
2/6/2013,0
2/7/2013,0.16
2/8/2013,0.01
2/9/2013,0
2/10/2013,0.02
2/11/2013,0.07
2/12/2013,0.02
2/13/2013,0.02
2/14/2013,0
2/15/2013,0
2/16/2013,0.04
2/17/2013,0
2/18/2013,0
2/19/2013,0.12
2/20/2013,0.11
2/21/2013,0.05
2/22/2013,0.83
2/23/2013,0.23
2/24/2013,0.09
2/25/2013,0.02
2/26/2013,0.08
2/27/2013,0.03
2/28/2013,0
3/1/2013,0
3/2/2013,0
3/3/2013,0
3/4/2013,0
3/5/2013,0
3/6/2013,0.02
3/7/2013,0.06
3/8/2013,0.15
3/9/2013,0.1
3/10/2013,1.69
3/11/2013,0.8
3/12/2013,0.01
3/13/2013,0.03
3/14/2013,0
3/15/2013,0
3/16/2013,0
3/17/2013,0
3/18/2013,0.49
3/19/2013,0
3/20/2013,0
3/21/2013,0
3/22/2013,0
3/23/2013,0.11
3/24/2013,0.43
3/25/2013,0.8
3/26/2013,0.03
3/27/2013,0
3/28/2013,0.07
3/29/2013,0.07
3/30/2013,0.05
3/31/2013,0.02
4/1/2013,0
4/2/2013,0
4/3/2013,0.02
4/4/2013,0.07
4/5/2013,0
4/6/2013,0
4/7/2013,0.01
4/8/2013,0
4/9/2013,0.02
4/10/2013,0.03
4/11/2013,0.01
4/12/2013,0
4/13/2013,0.01
4/14/2013,0
4/15/2013,0.43
4/16/2013,0.19
4/17/2013,0
4/18/2013,0
4/19/2013,0.03
4/20/2013,0.11
4/21/2013,0
4/22/2013,0.44
4/23/2013,0.37
4/24/2013,0.76
4/25/2013,0.94
4/26/2013,0
4/27/2013,0
4/28/2013,0
4/29/2013,0
4/30/2013,0
5/1/2013,0.04
5/2/2013,0
5/3/2013,0
5/4/2013,0
5/5/2013,1.05
5/6/2013,0.09
5/7/2013,0
5/8/2013,0
5/9/2013,0
5/10/2013,0.1
5/11/2013,0.09
5/12/2013,0.22
5/13/2013,0.95
5/14/2013,0.01
5/15/2013,0
5/16/2013,0
5/17/2013,0
5/18/2013,0
5/19/2013,0.02
5/20/2013,0.54
5/21/2013,0
5/22/2013,0
5/23/2013,0
5/24/2013,0
5/25/2013,0.12
5/26/2013,0.18
5/27/2013,0.02
5/28/2013,0.06
5/29/2013,0.21
5/30/2013,0.74
5/31/2013,0.04
6/1/2013,0.05
6/2/2013,0.02
6/3/2013,0.02
6/4/2013,0
6/5/2013,0
6/6/2013,0.03
6/7/2013,0
6/8/2013,0
6/9/2013,0
6/10/2013,0.02
6/11/2013,0
6/12/2013,0
6/13/2013,0.02
6/14/2013,0.08
6/15/2013,0.01
6/16/2013,0
6/17/2013,0.01
6/18/2013,0.02
6/19/2013,0
6/20/2013,0
6/21/2013,0.22
6/22/2013,0.27
6/23/2013,0.03
6/24/2013,0.02
6/25/2013,0.05
6/26/2013,1
6/27/2013,0.1
6/28/2013,0.02
6/29/2013,0.22
6/30/2013,0.01
7/2/2013,0.02
7/3/2013,0.18
7/4/2013,0.01
7/5/2013,0
7/6/2013,0
7/7/2013,0
7/8/2013,0.03
7/9/2013,0
7/10/2013,0.15
7/11/2013,0.05
7/12/2013,0.06
7/13/2013,0.01
7/14/2013,0
7/15/2013,0
7/16/2013,0
7/17/2013,0
7/18/2013,0.03
7/19/2013,0.05
7/20/2013,0.05
7/21/2013,0.01
7/22/2013,0.3
7/23/2013,0.83
7/24/2013,0
7/25/2013,0
7/26/2013,0
7/28/2013,
7/29/2013,0.16
7/30/2013,0.08
7/31/2013,0.08
8/1/2013,0.06
8/2/2013,0
8/3/2013,0.04
8/4/2013,0.03
8/5/2013,0.02
8/6/2013,0
8/7/2013,0
8/8/2013,0
8/9/2013,0.01
8/10/2013,1.9
8/11/2013,1.09
8/12/2013,0.03
8/13/2013,0
8/14/2013,0.05
8/15/2013,0
8/16/2013,0.07
8/17/2013,0
8/18/2013,0
8/19/2013,0
8/20/2013,0
8/21/2013,0.57
8/22/2013,0
8/23/2013,0
8/24/2013,0
8/25/2013,0
8/26/2013,0
8/27/2013,0
8/28/2013,0
8/29/2013,0.05
8/30/2013,0.04
8/31/2013,0
9/1/2013,0.03
9/2/2013,0.01
9/3/2013,0
9/4/2013,0.16
9/5/2013,0
9/6/2013,0
9/7/2013,0.55
9/8/2013,0.1
9/9/2013,0.05
9/10/2013,0
9/11/2013,0.03
9/12/2013,0
9/13/2013,0.51
9/14/2013,0.18
9/15/2013,0.2
9/16/2013,0
9/17/2013,0.05
9/18/2013,0.06
9/19/2013,0.06
9/20/2013,0.01
9/21/2013,0.02
9/22/2013,0.07
9/23/2013,0.03
9/24/2013,0.1
9/25/2013,0.09
9/26/2013,0.05
9/27/2013,0
9/28/2013,0
9/29/2013,0.08
9/30/2013,0.06
10/1/2013,0
10/2/2013,0
10/3/2013,0
10/4/2013,0.01
10/5/2013,0.01
10/6/2013,0.33
10/7/2013,0
10/8/2013,0.04
10/9/2013,0.05
10/10/2013,0.15
10/11/2013,0.17
10/12/2013,0.63
10/13/2013,0
10/14/2013,0.16
10/15/2013,0.02
10/16/2013,0.27
10/17/2013,0
10/18/2013,0.02
10/19/2013,0
10/20/2013,0
10/21/2013,0
10/22/2013,0
10/23/2013,0
10/24/2013,0.02
10/25/2013,0.11
10/26/2013,0
10/27/2013,0
10/28/2013,0.7
10/29/2013,0.02
10/30/2013,0
10/31/2013,0.07
11/1/2013,0
11/2/2013,0.09
11/3/2013,0
11/4/2013,0.12
11/5/2013,0.01
11/6/2013,0.27
11/7/2013,0.16
11/8/2013,0.04
11/9/2013,0.76
11/10/2013,3.03
11/11/2013,0.27
11/12/2013,0.26
11/13/2013,0.12
11/14/2013,0
11/15/2013,0.76
11/16/2013,0.01
11/17/2013,0
11/18/2013,0.06
11/19/2013,0
11/20/2013,0
11/21/2013,0
11/22/2013,0
11/23/2013,0.1
11/24/2013,0.02
11/25/2013,0
11/26/2013,0
11/27/2013,0
11/28/2013,0.02
11/29/2013,0.13
11/30/2013,0.73
12/1/2013,0
12/2/2013,0.93
12/3/2013,0.8
12/4/2013,0
12/5/2013,0
12/6/2013,0
12/7/2013,0
12/8/2013,0
12/9/2013,0
12/10/2013,0.01
12/11/2013,0.13
12/12/2013,0
12/13/2013,0.01
12/14/2013,0
12/15/2013,0
12/16/2013,1.31
12/17/2013,0.01
12/18/2013,0.01
12/19/2013,1
12/20/2013,0.41
12/21/2013,0.01
12/22/2013,0.02
12/23/2013,0.02
12/24/2013,0.01
12/25/2013,0.02
12/26/2013,0.02
12/27/2013,0
12/28/2013,0.02
12/29/2013,0.03
12/30/2013,0
12/31/2013,0.09
1/1/2014,0
1/2/2014,0
1/3/2014,1.59
1/4/2014,0.01
1/5/2014,0.02
1/6/2014,0.19
1/7/2014,0.01
1/8/2014,0
1/9/2014,0.12
1/10/2014,0
1/11/2014,0.14
1/12/2014,0
1/13/2014,0
1/14/2014,0.89
1/15/2014,0.19
1/16/2014,0.04
1/17/2014,0
1/18/2014,0.03
1/19/2014,0
1/20/2014,0.02
1/21/2014,0
1/22/2014,0.65
1/23/2014,0
1/24/2014,0
1/25/2014,0
1/26/2014,0
1/27/2014,0.31
1/28/2014,0.43
1/29/2014,0.51
1/30/2014,0.2
1/31/2014,0
2/1/2014,0.12
2/2/2014,0.27
2/3/2014,0
2/4/2014,0.88
2/5/2014,0.39
2/6/2014,0.05
2/7/2014,0.06
2/8/2014,1.1
2/9/2014,0.36
2/10/2014,0.01
2/11/2014,0
2/12/2014,0
2/13/2014,0
2/14/2014,0.01
2/15/2014,0.33
2/16/2014,0.04
2/17/2014,0.29
2/18/2014,0.16
2/19/2014,0.81
2/20/2014,0.01
2/21/2014,0.12
2/22/2014,0.13
2/23/2014,0
2/24/2014,0
2/25/2014,0.01
2/26/2014,0.08
2/27/2014,0.09
2/28/2014,0.04
3/1/2014,0.16
3/2/2014,0.34
3/3/2014,0.26
3/4/2014,0
3/5/2014,0
3/6/2014,0
3/7/2014,0.12
3/8/2014,0.94
3/9/2014,0.34
3/10/2014,0.05
3/11/2014,0.05
3/12/2014,0
3/13/2014,0
3/14/2014,0.08
3/15/2014,0.1
3/16/2014,0.01
3/17/2014,0.04
3/18/2014,0
3/19/2014,0.01
3/20/2014,0
3/21/2014,0.02
3/22/2014,0
3/23/2014,0
3/24/2014,0
3/25/2014,0.02
3/26/2014,0.45
3/27/2014,0.4
3/28/2014,1.7
3/29/2014,1.6
3/30/2014,0.93
3/31/2014,0.03
4/1/2014,0.03
4/2/2014,0.2
4/3/2014,0.05
4/4/2014,0.01
4/5/2014,0.03
4/6/2014,0.1
4/7/2014,0.23
4/8/2014,0.02
4/9/2014,0
4/10/2014,0
4/11/2014,0.01
4/12/2014,0.39
4/13/2014,0.01
4/14/2014,0.01
4/15/2014,0.01
4/16/2014,0.06
4/18/2014,0.05
4/19/2014,0.14
4/20/2014,0.03
4/21/2014,0.09
4/22/2014,0.12
4/23/2014,0
4/24/2014,0
4/25/2014,0.26
4/26/2014,0.02
4/27/2014,0.2
4/28/2014,0.32
4/29/2014,0
5/1/2014,0.02
5/2/2014,0.57
5/3/2014,0.3
5/4/2014,0.01
5/5/2014,0.02
5/6/2014,0.19
5/7/2014,0
5/8/2014,0.02
5/9/2014,0.13
5/10/2014,0.09
5/11/2014,0.17
5/12/2014,0.48
5/13/2014,0.13
5/14/2014,0
5/15/2014,0
5/16/2014,0.55
5/17/2014,0.12
5/18/2014,0.2
5/19/2014,0
5/20/2014,0.05
5/21/2014,0
5/22/2014,0
5/23/2014,0.15
5/24/2014,0.01
5/25/2014,0.86
5/26/2014,0.28
5/27/2014,0.08
5/28/2014,0.14
5/29/2014,0.02
5/30/2014,0.05
5/31/2014,0.01
6/1/2014,0
6/2/2014,0
6/3/2014,0
6/4/2014,0
6/5/2014,0
6/6/2014,0.13
6/7/2014,0.01
6/8/2014,0.02
6/9/2014,0.02
6/10/2014,0.1
6/11/2014,0.15
6/12/2014,0
6/13/2014,0
6/14/2014,0
6/15/2014,0.01
6/16/2014,0.12
6/17/2014,0.05
6/18/2014,0.07
6/19/2014,0
6/20/2014,0.29
6/21/2014,0.06
6/22/2014,0.15
6/23/2014,0.15
6/24/2014,0.1
6/25/2014,0.04
6/26/2014,0.04
6/27/2014,0.02
6/28/2014,0.25
6/29/2014,0.18
6/30/2014,0.03
7/1/2014,0.01
7/2/2014,0.02
7/3/2014,0.19
7/4/2014,0.03
7/5/2014,0.02
7/6/2014,0.21
7/7/2014,0.12
7/8/2014,0.08
7/9/2014,0.01
7/10/2014,0.02
7/11/2014,0.04
7/12/2014,0.01
7/13/2014,0.05
7/14/2014,0.19
7/15/2014,0.03
7/16/2014,0.12
7/17/2014,0.01
7/18/2014,0.13
7/19/2014,0
7/20/2014,5.98
7/21/2014,0.05
7/22/2014,0.01
7/23/2014,0.31
7/24/2014,0
7/25/2014,0
7/26/2014,0.02
7/27/2014,0.04
7/28/2014,0
7/29/2014,0
7/30/2014,0
7/31/2014,0
8/1/2014,0
8/2/2014,0.1
8/3/2014,0
8/4/2014,0
8/5/2014,0
8/6/2014,0.04
8/7/2014,0.03
8/8/2014,0.08
8/9/2014,0.31
8/10/2014,0.06
8/11/2014,0
8/12/2014,0
8/13/2014,0.37
8/14/2014,0
8/15/2014,0.01
8/16/2014,0.03
8/17/2014,0
8/18/2014,0.06
8/19/2014,0
8/20/2014,0.08
8/21/2014,0.11
8/22/2014,0.18
8/23/2014,0.01
8/24/2014,0.19
8/25/2014,0.07
8/26/2014,0.33
8/27/2014,0.47
8/28/2014,0.01
8/29/2014,0.06
8/30/2014,0.27
8/31/2014,0.01
9/1/2014,0.02
9/2/2014,1.37
9/3/2014,0.02
9/7/2014,0.29
9/8/2014,0
9/9/2014,0.03
9/10/2014,0.04
9/11/2014,0
9/12/2014,0.01
9/13/2014,0
9/14/2014,0
9/15/2014,0.36
9/16/2014,0
9/17/2014,0.02
9/18/2014,0.2
9/19/2014,0.13
9/20/2014,0.23
9/21/2014,0
9/22/2014,0.01
9/23/2014,0.03
9/24/2014,0
9/25/2014,0.14
9/26/2014,0.3
9/27/2014,0.02
9/28/2014,0.23
9/29/2014,0.22
9/30/2014,0.31
10/1/2014,1.71
10/2/2014,0.01
10/3/2014,0.01
10/4/2014,0.33
10/5/2014,0.64
10/6/2014,0.26
10/7/2014,0
10/8/2014,0.13
10/9/2014,0.01
10/10/2014,0.08
10/11/2014,0.02
10/13/2014,0
10/14/2014,0
10/15/2014,0.1
10/16/2014,0.01
10/17/2014,0.02
10/18/2014,0.21
10/19/2014,2.06
10/20/2014,1.84
10/21/2014,0
10/22/2014,0.02
10/23/2014,0
10/24/2014,0.41
10/25/2014,0.05
10/26/2014,0
10/27/2014,0
10/28/2014,0.06
10/29/2014,0
10/30/2014,0.22
10/31/2014,0.02
11/1/2014,0.11
11/2/2014,0.11
11/3/2014,0.03
11/4/2014,0
11/5/2014,0.05
11/6/2014,0.18
11/7/2014,0.14
11/8/2014,0.46
11/9/2014,0
11/10/2014,0
11/11/2014,0
11/12/2014,0.41
11/13/2014,0
11/14/2014,0.09
11/15/2014,1.03
11/16/2014,0.09
11/17/2014,0
11/18/2014,0
11/19/2014,0.01
11/20/2014,0.01
11/21/2014,0.01
11/22/2014,0
11/23/2014,0
11/24/2014,0.13
11/25/2014,0.05
11/26/2014,0.01
11/27/2014,0
11/28/2014,0.01
11/29/2014,0.02
11/30/2014,0.15
12/1/2014,0
12/2/2014,0
12/3/2014,0.05
12/4/2014,1.35
12/5/2014,0.01
12/6/2014,0
12/7/2014,0
12/8/2014,0
12/9/2014,0
12/10/2014,0
12/11/2014,0.05
12/12/2014,0.12
12/13/2014,0.03
12/14/2014,0.11
12/15/2014,0
12/16/2014,0.03
12/17/2014,0.14
12/18/2014,0.09
12/19/2014,0.01
12/20/2014,0
12/21/2014,0
12/22/2014,0
12/23/2014,1.1
12/24/2014,1.24
12/25/2014,0.09
12/26/2014,0
12/27/2014,0
12/28/2014,0
12/29/2014,0
12/30/2014,0
12/31/2014,0.72
1/1/2015,0.01
1/2/2015,0.01
1/3/2015,1.46
1/4/2015,0.02
1/5/2015,0
1/6/2015,0.07
1/7/2015,0
1/8/2015,0
1/9/2015,0
1/10/2015,0.04
1/11/2015,0
1/12/2015,0
1/13/2015,0
1/14/2015,0
1/15/2015,0
1/16/2015,0.01
1/17/2015,0
1/18/2015,0
1/19/2015,0
1/20/2015,0
1/21/2015,0
1/22/2015,0
1/23/2015,0
1/24/2015,0.09
1/25/2015,0.46
1/26/2015,0.73
1/27/2015,0.01
1/28/2015,0.09
1/29/2015,0
1/30/2015,0.02
1/31/2015,0
2/1/2015,0
2/2/2015,0
2/3/2015,0
2/4/2015,0.77
2/5/2015,0
2/6/2015,0
2/7/2015,0
2/8/2015,0
2/9/2015,0
2/10/2015,0.1
2/11/2015,0
2/12/2015,0
2/13/2015,0
2/14/2015,0.13
2/15/2015,0.8
2/16/2015,0
2/17/2015,0
2/18/2015,0
2/19/2015,0
2/20/2015,0.02
2/21/2015,0.76
2/22/2015,0
2/23/2015,0
2/24/2015,0
2/25/2015,0
2/26/2015,0.06
2/27/2015,0.08
2/28/2015,0.25
3/1/2015,0.27
3/2/2015,0.04
3/3/2015,0.02
3/4/2015,0.06
3/5/2015,0.52
3/6/2015,0.06
3/7/2015,0
3/8/2015,0.01
3/9/2015,0
3/10/2015,0.03
3/11/2015,0
3/12/2015,0
3/13/2015,0.02
3/14/2015,0
3/15/2015,0
3/16/2015,0.01
3/17/2015,0
3/18/2015,0
3/19/2015,0
3/20/2015,0.11
3/21/2015,0.08
3/22/2015,0.05
3/23/2015,0
3/24/2015,0
3/25/2015,0.02
3/26/2015,0.06
3/27/2015,0
3/28/2015,0
3/29/2015,0.38
3/30/2015,0.02
3/31/2015,0.6
4/1/2015,0.24
4/2/2015,0.01
4/3/2015,0
4/4/2015,0
4/5/2015,0.06
4/6/2015,0
4/7/2015,0
4/8/2015,0.19
4/9/2015,0.03
4/10/2015,0
4/11/2015,0
4/12/2015,0.09
4/13/2015,0.03
4/14/2015,0.01
4/15/2015,0.05
4/16/2015,0.04
4/17/2015,0.01
4/18/2015,0.02
4/19/2015,0
4/20/2015,0
4/21/2015,0.04
4/22/2015,0.1
4/23/2015,0.02
4/24/2015,0.04
4/25/2015,0.01
4/26/2015,0
4/27/2015,0.17
4/28/2015,0.09
4/29/2015,0.09
4/30/2015,0.03
5/1/2015,0.05
5/2/2015,0
5/4/2015,
5/5/2015,0.02
5/6/2015,0
5/7/2015,0
5/8/2015,0.04
5/9/2015,0.13
5/10/2015,0.05
5/11/2015,0.02
5/12/2015,0
5/13/2015,0
5/14/2015,0.1
5/15/2015,0.02
5/16/2015,0.02
5/17/2015,0.01
5/18/2015,0.27
5/19/2015,0.02
5/20/2015,0.03
5/21/2015,0.06
5/22/2015,0
5/23/2015,0.8
5/24/2015,0
5/25/2015,0.01
5/26/2015,0.08
5/27/2015,0.07
5/28/2015,1.29
5/29/2015,0.01
5/30/2015,0
5/31/2015,0.34
6/3/2015,
6/4/2015,0.27
6/5/2015,0
6/6/2015,0
6/7/2015,0
6/8/2015,0.1
6/9/2015,0.05
6/10/2015,0.07
6/11/2015,0.1
6/12/2015,0
6/13/2015,0
6/14/2015,0.07
6/15/2015,0
6/16/2015,0.14
6/17/2015,0.25
6/18/2015,0.14
6/19/2015,0.02
6/20/2015,0.04
6/21/2015,0.01
6/22/2015,0.01
6/23/2015,0.03
6/24/2015,0.14
6/25/2015,0.2
6/26/2015,0.1
6/27/2015,0.06
6/29/2015,
7/6/2015,0.01
7/8/2015,
7/9/2015,0.05
7/10/2015,0.29
7/11/2015,0.33
7/12/2015,0.3
7/13/2015,0.2
7/15/2015,
7/17/2015,
7/18/2015,0.07
7/19/2015,0.03
7/20/2015,0.03
8/1/2015,0.05
8/2/2015,0.02
8/3/2015,0.02
8/4/2015,0
8/5/2015,0.02
8/6/2015,0.27
8/7/2015,0.3
8/8/2015,0.27
8/10/2015,0.01
8/11/2015,0.02
8/12/2015,0.09
8/13/2015,0.19
8/14/2015,0.21
8/15/2015,0.02
8/17/2015,0.51
8/18/2015,0.24
8/19/2015,0.02
8/20/2015,0.08
8/21/2015,0.05
8/22/2015,0.65
8/23/2015,0.33
8/24/2015,0.23
8/25/2015,0.52
8/26/2015,1.03
8/27/2015,0
8/28/2015,0
8/29/2015,0.25
8/30/2015,0
9/1/2015,0.32
9/2/2015,0.28
9/3/2015,1.55
9/4/2015,0
9/5/2015,0
9/6/2015,0.71
9/7/2015,0.19
9/9/2015,
9/10/2015,0.06
9/11/2015,0.09
9/12/2015,2.7
9/13/2015,0.16
9/14/2015,0.63
9/15/2015,0.56
9/16/2015,0.06
9/17/2015,0.06
9/18/2015,0.08
9/19/2015,0
9/20/2015,0.07
9/21/2015,0.07
9/22/2015,0.32
9/23/2015,0.3
9/24/2015,0.01
9/25/2015,0
9/26/2015,0.36
9/27/2015,0.18
9/28/2015,0.17
9/29/2015,0.07
9/30/2015,0.17
10/1/2015,0
10/2/2015,0.02
10/3/2015,0
10/4/2015,0
10/5/2015,0.4
10/6/2015,0.22
10/7/2015,0.22
10/8/2015,0.05
10/9/2015,0.03
10/10/2015,0.11
10/11/2015,0.09
10/12/2015,1
10/13/2015,1.7
10/14/2015,1.21
10/15/2015,0.81
10/16/2015,0.73
10/17/2015,0.1
10/18/2015,0.03
10/19/2015,0.18
10/20/2015,0.2
10/21/2015,0.02
10/22/2015,0
10/23/2015,0.03
10/24/2015,0
10/25/2015,0.03
10/26/2015,0.04
10/27/2015,0.06
10/28/2015,0.27
10/29/2015,0.02
10/30/2015,0.02
10/31/2015,0.22
11/1/2015,0.33
11/2/2015,0
11/3/2015,0
11/4/2015,0.03
11/5/2015,0.12
11/6/2015,0.12
11/7/2015,0.12
11/8/2015,0.3
11/9/2015,0.11
11/10/2015,0.06
11/11/2015,0
11/12/2015,0.3
11/13/2015,0.1
11/14/2015,0.53
11/15/2015,0.08
11/16/2015,0
11/17/2015,0.1
11/18/2015,0.1
11/19/2015,0.18
11/20/2015,0.68
11/21/2015,1.61
11/22/2015,0.8
11/23/2015,0.48
11/24/2015,1.7
11/25/2015,0.11
11/26/2015,0.36
11/27/2015,0.91
11/28/2015,0.07
11/29/2015,0.02
11/30/2015,0.03
12/2/2015,0.03
12/3/2015,0.08
12/4/2015,0.01
12/5/2015,0.28
12/6/2015,0.52
12/7/2015,0
12/8/2015,0.08
12/9/2015,0.1
12/10/2015,0.08
12/11/2015,0
12/12/2015,0.62
12/13/2015,0
12/14/2015,0.69
12/15/2015,0.24
12/16/2015,0.08
12/17/2015,0.13
12/18/2015,0.28
12/19/2015,0.36
12/20/2015,0.2
12/21/2015,0.03
12/22/2015,0.01
12/23/2015,0.11
12/24/2015,0
12/25/2015,0.52
12/26/2015,0.19
12/27/2015,0.25
12/28/2015,0.4
12/29/2015,0.11
12/30/2015,0.03
12/31/2015,0.06
1/1/2016,0.02
1/2/2016,0.01
1/3/2016,0
1/4/2016,0
1/5/2016,0.19
1/6/2016,0.3
1/7/2016,0.03
1/8/2016,0.01
1/9/2016,0
1/10/2016,0.01
1/11/2016,0.01
1/12/2016,0.03
1/13/2016,0
1/14/2016,0
1/15/2016,0
1/16/2016,0.03
1/17/2016,0.02
1/18/2016,0
1/19/2016,0
1/20/2016,0.02
1/21/2016,0.27
1/22/2016,0.01
1/23/2016,0
1/24/2016,0
1/25/2016,0.13
1/26/2016,0.16
1/27/2016,0
1/28/2016,0
1/29/2016,0
1/30/2016,0
1/31/2016,0
2/1/2016,0
2/2/2016,0.41
2/3/2016,0.25
2/4/2016,0
2/5/2016,0
2/6/2016,0
2/7/2016,0.16
2/8/2016,0
2/9/2016,0
2/10/2016,0
2/11/2016,0
2/12/2016,0.07
2/13/2016,0.02
2/14/2016,0
2/15/2016,0
2/16/2016,0.05
2/17/2016,0.1
2/18/2016,0.02
2/19/2016,0.11
2/20/2016,0.07
2/21/2016,0.09
2/22/2016,0.05
2/23/2016,0
2/24/2016,0
2/25/2016,0
2/26/2016,0.38
2/27/2016,0.08
2/28/2016,0
2/29/2016,0
3/1/2016,0
3/2/2016,0
3/3/2016,0
3/4/2016,0
3/5/2016,0
3/6/2016,0
3/7/2016,0
3/8/2016,0.02
3/9/2016,0.15
3/10/2016,0
3/11/2016,0.06
3/12/2016,0
3/13/2016,0
3/14/2016,0
3/15/2016,0.3
3/16/2016,0.41
3/17/2016,0.02
3/18/2016,0.03
3/19/2016,0.02
3/20/2016,0
3/21/2016,0.06
3/22/2016,0
3/23/2016,1.78
3/24/2016,0.02
3/25/2016,1.9
3/26/2016,0.87
3/27/2016,0.01
3/28/2016,0
3/29/2016,0.01
3/30/2016,0.02
3/31/2016,0
4/1/2016,0
4/2/2016,0.02
4/3/2016,0
4/4/2016,0
4/5/2016,0.2
4/6/2016,0.1
4/7/2016,0.12
4/8/2016,0.02
4/9/2016,0.66
4/10/2016,0.02
4/11/2016,0.08
4/12/2016,0.02
4/13/2016,0.05
4/14/2016,0.06
4/15/2016,0
4/16/2016,0.04
4/17/2016,0.17
4/18/2016,0.4
4/19/2016,0.02
4/20/2016,0
4/21/2016,0.01
4/22/2016,0
4/23/2016,0.21
4/24/2016,0.11
4/25/2016,0.06
4/26/2016,0.01
4/27/2016,0.05
4/28/2016,0
4/29/2016,0
4/30/2016,0
5/1/2016,0.04
5/2/2016,0
5/3/2016,0.02
5/4/2016,0.12
5/5/2016,0.6
5/6/2016,0.22
5/7/2016,1.53
5/8/2016,0.8
5/9/2016,0.1
5/10/2016,0.15
5/11/2016,0.02
5/12/2016,0
5/13/2016,0
5/14/2016,0.18
5/15/2016,0.02
5/16/2016,0
5/17/2016,0.03
5/18/2016,0.05
5/19/2016,0.05
5/20/2016,0.15
5/21/2016,0.08
5/22/2016,0
5/23/2016,0
5/24/2016,0
5/25/2016,0
5/26/2016,0.8
5/27/2016,0.05
5/28/2016,0
5/29/2016,0
5/30/2016,0.03
5/31/2016,0.18
6/1/2016,0.89
6/2/2016,0.15
6/3/2016,0.16
6/4/2016,0
6/5/2016,0.63
6/6/2016,0.36
6/7/2016,0.4
6/8/2016,0
6/9/2016,0.21
6/10/2016,0.06
6/11/2016,0.02
6/12/2016,0.04
6/13/2016,0.08
6/14/2016,0.06
6/15/2016,0.18
6/16/2016,0.03
6/17/2016,0.16
6/18/2016,0.3
6/19/2016,0.02
6/20/2016,0.16
6/21/2016,0.03
6/22/2016,0.01
6/23/2016,0.25
6/24/2016,0.02
6/25/2016,0.8
6/26/2016,0.06
6/27/2016,0.06
6/28/2016,0.02
6/29/2016,0.03
6/30/2016,0
7/1/2016,0
7/2/2016,0
7/3/2016,0
7/4/2016,0.14
7/5/2016,0.05
7/6/2016,0.49
7/7/2016,0.05
7/8/2016,0.03
7/9/2016,0
7/10/2016,0.14
7/11/2016,0.11
7/12/2016,0.05
7/13/2016,0.06
7/14/2016,0.43
7/15/2016,0.23
7/16/2016,0.44
7/17/2016,0.03
7/18/2016,0.26
7/19/2016,0.08
7/20/2016,0
7/21/2016,0.04
7/22/2016,0.06
7/23/2016,0.16
7/24/2016,0.15
7/25/2016,7.65
7/26/2016,0
7/27/2016,0.02
7/28/2016,0
7/29/2016,0
7/30/2016,0.03
7/31/2016,0.05
8/1/2016,2.35
8/2/2016,0.2
8/3/2016,0.02
8/4/2016,0.62
8/5/2016,0.03
8/6/2016,0.07
8/7/2016,0.3
8/8/2016,0.33
8/9/2016,0
8/10/2016,0
8/11/2016,0.04
8/12/2016,0.05
8/13/2016,0
8/14/2016,0.17
8/15/2016,0.17
8/16/2016,0.1
8/17/2016,0
8/18/2016,0
8/19/2016,0.14
8/20/2016,0.03
8/21/2016,0.32
8/22/2016,0.94
8/23/2016,0.15
8/24/2016,2.15
8/25/2016,0.08
8/26/2016,0.03
8/27/2016,0.18
8/28/2016,0.14
8/29/2016,0.17
8/30/2016,0
8/31/2016,0.1
9/1/2016,0
9/2/2016,0.02
9/3/2016,0.07
9/4/2016,0.03
9/5/2016,0.11
9/6/2016,0.05
9/7/2016,0.1
9/8/2016,0.22
9/9/2016,0.01
9/10/2016,0.01
9/11/2016,0.18
9/12/2016,0.04
9/13/2016,0.37
9/14/2016,0.9
9/15/2016,0.12
9/16/2016,0.01
9/17/2016,0.04
9/18/2016,0
9/19/2016,0.01
9/20/2016,0.09
9/21/2016,0.06
9/22/2016,0.09
9/23/2016,0.15
9/24/2016,0
