date,prcp
1/16/2010,0
1/17/2010,0
1/18/2010,0
1/19/2010,0
1/20/2010,0
1/21/2010,0.13
1/22/2010,0
1/23/2010,0
1/24/2010,0
1/25/2010,0
1/26/2010,0.01
1/27/2010,0.28
1/28/2010,0.09
1/29/2010,1.15
1/30/2010,2.75
1/31/2010,0.05
2/1/2010,0
2/2/2010,0
2/3/2010,0.44
2/4/2010,0
2/5/2010,0.04
2/6/2010,0
2/7/2010,0
2/8/2010,0
2/9/2010,0
2/10/2010,0
2/11/2010,0
2/12/2010,0.07
2/13/2010,0
2/14/2010,0
2/15/2010,0
2/16/2010,0
2/17/2010,0.01
2/18/2010,0
2/19/2010,0.2
2/20/2010,0.19
2/21/2010,0.16
2/22/2010,0.14
2/23/2010,0.03
2/24/2010,0
2/25/2010,0
2/26/2010,0
2/27/2010,0.01
2/28/2010,0.19
3/1/2010,0.01
3/2/2010,0
3/3/2010,0
3/4/2010,0.15
3/5/2010,0.12
3/6/2010,0.02
3/7/2010,0
3/8/2010,0.02
3/9/2010,0
3/10/2010,0.12
3/11/2010,0.04
3/12/2010,0
3/13/2010,0
3/14/2010,0
3/15/2010,0.13
3/16/2010,0.35
3/17/2010,0.05
3/18/2010,0.74
3/19/2010,0.03
3/20/2010,0
3/21/2010,0
3/22/2010,0
3/23/2010,0
3/24/2010,0.01
3/25/2010,0.12
3/26/2010,0.02
3/27/2010,0.02
3/28/2010,0.05
3/29/2010,0
3/30/2010,0.01
3/31/2010,0
4/1/2010,0.03
4/2/2010,0
4/3/2010,0.19
4/4/2010,0.12
4/5/2010,0.1
4/6/2010,0.03
4/7/2010,0.2
4/8/2010,0
4/9/2010,0
4/10/2010,0
4/11/2010,0.01
4/12/2010,0
4/13/2010,0.13
4/14/2010,0.02
4/15/2010,0
4/16/2010,0.02
4/17/2010,0.02
4/18/2010,0
4/19/2010,0
4/20/2010,0.12
4/21/2010,0.1
4/22/2010,0.04
4/23/2010,0.14
4/24/2010,0.02
4/25/2010,0
4/26/2010,0
4/27/2010,0
4/28/2010,0.03
4/29/2010,0.03
4/30/2010,0
5/1/2010,0
5/2/2010,0.12
5/3/2010,0.46
5/4/2010,0.07
5/5/2010,0
5/6/2010,0
5/7/2010,0.01
5/8/2010,0.05
5/9/2010,0
5/10/2010,0
5/11/2010,0
5/12/2010,0.08
5/14/2010,0
5/15/2010,0.05
5/16/2010,0.06
5/17/2010,0.03
5/18/2010,0
5/19/2010,0
5/20/2010,0.01
5/21/2010,0
5/22/2010,0
5/23/2010,0.05
5/24/2010,0.06
5/25/2010,0
5/26/2010,0.08
5/27/2010,0
5/29/2010,0
5/30/2010,0
5/31/2010,0
6/1/2010,0.03
6/2/2010,0
6/3/2010,0
6/4/2010,0
6/5/2010,0
6/6/2010,0
6/7/2010,0
6/8/2010,0.01
6/9/2010,0
6/10/2010,0
6/11/2010,0
6/12/2010,0
6/13/2010,0
6/14/2010,0
6/15/2010,0
6/16/2010,0
6/17/2010,0
6/18/2010,0.14
6/19/2010,0
6/20/2010,0
6/21/2010,0
6/22/2010,0
6/23/2010,0
6/24/2010,0
6/25/2010,0.08
6/26/2010,0.08
6/28/2010,0
6/29/2010,0
6/30/2010,0
7/1/2010,0.13
7/2/2010,0.14
7/3/2010,0.09
7/4/2010,0.05
7/5/2010,0.01
7/6/2010,0.08
7/7/2010,0.21
7/8/2010,0.02
7/9/2010,0.06
7/10/2010,0.1
7/11/2010,0
7/12/2010,0
7/13/2010,0
7/14/2010,0.04
7/15/2010,0.03
7/16/2010,0.03
7/17/2010,0.08
7/18/2010,0.07
7/19/2010,0
7/20/2010,0
7/21/2010,0.06
7/22/2010,0
7/23/2010,0
7/24/2010,0
7/25/2010,0
7/26/2010,0
7/27/2010,0
7/28/2010,0
7/29/2010,0
7/30/2010,0
7/31/2010,0.09
8/1/2010,0.16
8/2/2010,0.19
8/3/2010,0.08
8/4/2010,0.26
8/5/2010,0.09
8/6/2010,0.09
8/7/2010,0.01
8/8/2010,0
8/9/2010,0
8/10/2010,0
8/11/2010,0.06
8/12/2010,0
8/13/2010,0.04
8/14/2010,0
8/15/2010,0.02
8/16/2010,0.08
8/17/2010,0
8/18/2010,0.02
8/19/2010,0.04
8/20/2010,0.02
8/21/2010,0.01
8/22/2010,0.01
8/23/2010,0
8/24/2010,0
8/25/2010,0.06
8/26/2010,0.06
8/27/2010,0.01
8/28/2010,0
8/29/2010,0.05
8/30/2010,0
8/31/2010,0.02
9/1/2010,0
9/2/2010,0.14
9/3/2010,0.27
9/4/2010,0.02
9/5/2010,0.01
9/6/2010,0.02
9/7/2010,0.23
9/8/2010,0.07
9/9/2010,0.02
9/10/2010,0.17
9/11/2010,0.18
9/12/2010,0.01
9/13/2010,0
9/14/2010,0
9/15/2010,0
9/16/2010,0
9/17/2010,0
9/18/2010,0.01
9/19/2010,0.07
9/20/2010,0.06
9/21/2010,0.04
9/22/2010,0.22
9/23/2010,0.18
9/24/2010,0.06
9/25/2010,0.05
9/26/2010,0
9/27/2010,0
9/28/2010,0
9/29/2010,0
9/30/2010,0.24
10/1/2010,0.43
10/2/2010,0.05
10/3/2010,0.01
10/4/2010,0
10/5/2010,0
10/6/2010,0
10/7/2010,0
10/8/2010,0
10/9/2010,0
10/10/2010,0.01
10/11/2010,0.01
10/12/2010,0.13
10/13/2010,0
10/14/2010,0
10/15/2010,0
10/16/2010,0
10/17/2010,0.06
10/18/2010,0
10/19/2010,0
10/20/2010,0
10/21/2010,0
10/22/2010,0
10/23/2010,0
10/24/2010,0
10/25/2010,0
10/26/2010,0.11
10/27/2010,0.09
10/28/2010,0.02
10/29/2010,0.03
10/30/2010,0.26
10/31/2010,0
11/1/2010,0.24
11/2/2010,0
11/3/2010,0.42
11/4/2010,1.34
11/5/2010,0.03
11/6/2010,0.16
11/7/2010,0.01
11/8/2010,0
11/9/2010,0
11/10/2010,0
11/11/2010,0
11/12/2010,0
11/13/2010,0
11/14/2010,0
11/15/2010,0.03
11/16/2010,0
11/17/2010,0
11/18/2010,0
11/19/2010,0.13
11/20/2010,0
11/21/2010,0.05
11/22/2010,0
11/23/2010,0
11/24/2010,0
11/25/2010,0.02
11/26/2010,0
11/27/2010,0.01
11/28/2010,0.64
11/29/2010,0.03
11/30/2010,0
12/1/2010,0.03
12/2/2010,0.02
12/3/2010,0.01
12/4/2010,0
12/5/2010,0
12/6/2010,0
12/7/2010,0
12/8/2010,0.15
12/9/2010,0.03
12/10/2010,2.02
12/11/2010,0.3
12/12/2010,0.09
12/13/2010,0.02
12/14/2010,0.04
12/15/2010,0
12/16/2010,0
12/17/2010,0
12/18/2010,0
12/19/2010,2.86
12/20/2010,4.95
12/21/2010,0.63
12/22/2010,0.58
12/23/2010,0.11
12/24/2010,0.02
12/25/2010,0.02
12/26/2010,0.74
12/27/2010,0.09
12/28/2010,0.07
12/29/2010,0.04
12/30/2010,0.27
12/31/2010,0.01
1/1/2011,0.03
1/2/2011,0
1/3/2011,0
1/4/2011,0
1/5/2011,0
1/6/2011,0.15
1/7/2011,0.02
1/8/2011,0
1/9/2011,0
1/10/2011,0
1/11/2011,0.43
1/12/2011,1.34
1/13/2011,3.62
1/14/2011,0.1
1/15/2011,0
1/16/2011,0
1/17/2011,0.19
1/18/2011,0
1/19/2011,0.07
1/20/2011,0
1/21/2011,0
1/22/2011,0
1/23/2011,0
1/24/2011,0
1/25/2011,0
1/26/2011,0
1/27/2011,0
1/28/2011,0
1/29/2011,0.01
1/30/2011,0
1/31/2011,0.15
2/1/2011,0
2/2/2011,0
2/3/2011,0
2/4/2011,0
2/5/2011,0
2/6/2011,0
2/7/2011,0.95
2/8/2011,0.18
2/9/2011,0
2/10/2011,0.04
2/11/2011,0.29
2/12/2011,1.82
2/13/2011,0.71
2/15/2011,0
2/16/2011,0
2/17/2011,0
2/18/2011,0.01
2/19/2011,0
2/20/2011,0.3
2/21/2011,0.02
2/22/2011,0.01
2/23/2011,0.01
2/24/2011,1.44
2/25/2011,0
2/26/2011,0.05
2/27/2011,0
2/28/2011,0.02
3/1/2011,0.18
3/2/2011,0.01
3/3/2011,0.06
3/4/2011,1.7
3/5/2011,0.22
3/6/2011,0.27
3/7/2011,0.03
3/8/2011,0.01
3/9/2011,0.9
3/10/2011,0.27
3/11/2011,0.2
3/12/2011,0.01
3/13/2011,0
3/14/2011,0
3/15/2011,0
3/16/2011,0
3/17/2011,0.07
3/18/2011,0.05
3/19/2011,0.08
3/20/2011,0.23
3/21/2011,0
3/22/2011,0.17
3/23/2011,0
3/24/2011,0.19
3/25/2011,0.02
3/26/2011,0
3/27/2011,0
3/29/2011,0
3/30/2011,0
3/31/2011,0
4/1/2011,0.07
4/2/2011,0
4/3/2011,0
4/4/2011,0
4/5/2011,0
4/6/2011,0.11
4/7/2011,0.5
4/8/2011,0.68
4/9/2011,0.02
4/10/2011,0.01
4/11/2011,0
4/12/2011,0
4/13/2011,0
4/14/2011,0.2
4/15/2011,0
4/16/2011,0.22
4/17/2011,0
4/18/2011,0
4/19/2011,0
4/20/2011,0
4/21/2011,0
4/22/2011,0
4/23/2011,0
4/24/2011,0
4/25/2011,0
4/26/2011,0
4/27/2011,0
4/28/2011,0
4/29/2011,0.07
4/30/2011,0
5/1/2011,0
5/2/2011,0
5/3/2011,1.03
5/4/2011,0.06
5/5/2011,0
5/6/2011,0.19
5/7/2011,0.2
5/8/2011,0.51
5/9/2011,0.1
5/10/2011,0.05
5/11/2011,0.15
5/12/2011,0.01
5/13/2011,0.01
5/14/2011,0
5/15/2011,0
5/16/2011,0
5/17/2011,0
5/18/2011,0
5/19/2011,0.01
5/20/2011,0
5/21/2011,0
5/22/2011,0.02
5/23/2011,0
5/24/2011,0
5/25/2011,0
5/26/2011,0
5/27/2011,0.1
5/28/2011,0.01
5/29/2011,0.03
5/30/2011,0.01
5/31/2011,0.08
6/1/2011,0.15
6/2/2011,0.01
6/3/2011,0.09
6/4/2011,0.51
6/5/2011,0.25
6/6/2011,0.03
6/7/2011,0.03
6/8/2011,0
6/9/2011,0
6/10/2011,0
6/11/2011,0
6/12/2011,0.09
6/13/2011,0
6/14/2011,0
6/15/2011,0
6/16/2011,0.09
6/17/2011,0
6/18/2011,0
6/19/2011,0.17
6/20/2011,0.14
6/21/2011,0.38
6/22/2011,0.17
6/23/2011,0.05
6/24/2011,0.03
6/25/2011,0
6/26/2011,0.12
6/27/2011,0.02
6/28/2011,0.02
6/29/2011,0
6/30/2011,0
7/1/2011,0.01
7/2/2011,0.01
7/3/2011,0.12
7/4/2011,0.06
7/5/2011,0.04
7/6/2011,0.08
7/7/2011,0.06
7/8/2011,0.04
7/9/2011,0.01
7/10/2011,0.01
7/11/2011,0.01
7/12/2011,0
7/13/2011,0
7/14/2011,0
7/15/2011,0
7/16/2011,0
7/17/2011,0.06
7/18/2011,0
7/19/2011,0
7/20/2011,0.16
7/21/2011,0
7/22/2011,0.09
7/23/2011,0.08
7/24/2011,0
7/25/2011,0.12
7/26/2011,0
7/27/2011,0.06
7/28/2011,0.04
7/29/2011,0.02
7/30/2011,0.2
7/31/2011,0.01
8/1/2011,0
8/2/2011,0
8/3/2011,0
8/4/2011,0
8/5/2011,0
8/6/2011,0
8/7/2011,0.12
8/8/2011,0
8/9/2011,0.19
8/10/2011,0
8/11/2011,0
8/12/2011,0
8/13/2011,0
8/14/2011,0
8/15/2011,0.5
8/16/2011,0.01
8/17/2011,0
8/18/2011,0.05
8/19/2011,0.02
8/20/2011,0
8/21/2011,0.02
8/22/2011,0
8/23/2011,0.22
8/24/2011,0
8/25/2011,0.08
8/26/2011,0
8/27/2011,0
8/28/2011,0
8/29/2011,0.15
8/30/2011,0.13
8/31/2011,0.01
9/1/2011,0.09
9/2/2011,0.03
9/3/2011,0
9/4/2011,0
9/5/2011,0
9/7/2011,0
9/8/2011,0
9/9/2011,0
9/10/2011,0
9/11/2011,0
9/12/2011,0
9/13/2011,0.09
9/14/2011,0
9/15/2011,0
9/16/2011,0.17
9/17/2011,0
9/18/2011,0.2
9/19/2011,0.03
9/20/2011,0
9/21/2011,0.04
9/22/2011,0.03
9/23/2011,0
9/24/2011,0
9/25/2011,0
9/26/2011,0
9/27/2011,0
9/28/2011,0.04
9/29/2011,0
9/30/2011,0
10/1/2011,0
10/2/2011,0
10/3/2011,0
10/4/2011,0.13
10/5/2011,0
10/6/2011,0
10/7/2011,0.02
10/8/2011,0
10/9/2011,0.14
10/10/2011,0
10/11/2011,0.14
10/12/2011,0
10/13/2011,0
10/14/2011,0.07
10/15/2011,0.26
10/16/2011,0
10/17/2011,0.2
10/18/2011,0.12
10/19/2011,0.01
10/20/2011,0
10/21/2011,0.01
10/22/2011,0
10/23/2011,0
10/24/2011,0.29
10/25/2011,0
10/26/2011,0
10/27/2011,0
10/28/2011,0.1
10/29/2011,0.05
10/30/2011,0.03
10/31/2011,0
11/1/2011,0.54
11/2/2011,0.03
11/3/2011,0.02
11/4/2011,0.05
11/5/2011,0
11/6/2011,0
11/7/2011,0
11/8/2011,0.01
11/9/2011,0.05
11/10/2011,0
11/11/2011,0.12
11/12/2011,0
11/13/2011,0
11/14/2011,0
11/15/2011,0
11/16/2011,0
11/17/2011,0.05
11/18/2011,0
11/19/2011,0.01
11/20/2011,0.02
11/21/2011,0
11/22/2011,0.1
11/23/2011,0.01
11/24/2011,0
11/25/2011,0
11/26/2011,0
11/27/2011,0
11/28/2011,0
11/29/2011,0
11/30/2011,0.22
12/1/2011,0.12
12/2/2011,0.42
12/3/2011,0.02
12/4/2011,0
12/5/2011,0
12/6/2011,0.01
12/7/2011,0
12/8/2011,0
12/9/2011,0.08
12/10/2011,0.07
12/11/2011,0.55
12/12/2011,0.21
12/13/2011,0.39
12/14/2011,0.02
12/15/2011,0.09
12/16/2011,0.02
12/17/2011,0.25
12/18/2011,0.08
12/19/2011,0.1
12/20/2011,0.24
12/21/2011,0.19
12/22/2011,0.02
12/23/2011,0.01
12/24/2011,0.1
12/25/2011,0.07
12/26/2011,0.05
12/27/2011,0.04
12/28/2011,0
12/29/2011,0.01
12/30/2011,0
12/31/2011,0
1/1/2012,0
1/2/2012,0
1/3/2012,0
1/4/2012,0
1/5/2012,0
1/6/2012,0
1/7/2012,0
1/8/2012,0
1/9/2012,0.08
1/10/2012,0
1/11/2012,0
1/12/2012,0
1/13/2012,0
1/14/2012,0
1/15/2012,0
1/16/2012,0
1/17/2012,0.13
1/18/2012,0.07
1/19/2012,0
1/20/2012,0
1/21/2012,0
1/22/2012,0
1/23/2012,0
1/24/2012,0
1/25/2012,0
1/26/2012,0
1/27/2012,0.08
1/28/2012,0
1/29/2012,0.09
1/30/2012,0.01
1/31/2012,0.1
2/1/2012,0
2/2/2012,0
2/3/2012,0
2/4/2012,0
2/5/2012,0
2/6/2012,0.29
2/7/2012,0.49
2/8/2012,0.41
2/9/2012,0.03
2/10/2012,0
2/11/2012,0
2/12/2012,0
2/13/2012,0.09
2/14/2012,0
2/15/2012,0.04
2/16/2012,0
2/17/2012,0
2/18/2012,0.09
2/19/2012,0.03
2/20/2012,0.01
2/21/2012,0
2/22/2012,0
2/23/2012,0
2/24/2012,0
2/25/2012,0.1
2/26/2012,0.07
2/27/2012,0
2/28/2012,0
2/29/2012,0
3/1/2012,0
3/2/2012,0
3/3/2012,0.11
3/4/2012,0.1
3/5/2012,2.71
3/6/2012,6.38
3/7/2012,5.32
3/8/2012,0.22
3/9/2012,0.16
3/10/2012,0.17
3/11/2012,0.05
3/12/2012,0.15
3/13/2012,0.02
3/14/2012,0
3/15/2012,0.05
3/16/2012,0
3/17/2012,0.01
3/18/2012,0.08
3/19/2012,0.04
3/20/2012,0
3/21/2012,0
3/22/2012,0.02
3/23/2012,0
3/24/2012,0
3/25/2012,0
3/26/2012,0.03
3/27/2012,0.02
3/28/2012,0.18
3/29/2012,0
3/30/2012,0
3/31/2012,0
4/1/2012,0
4/2/2012,0
4/3/2012,0
4/4/2012,0
4/5/2012,0
4/6/2012,0
4/7/2012,0.03
4/8/2012,0
4/9/2012,0.12
4/10/2012,0.01
4/11/2012,0.1
4/12/2012,0
4/13/2012,0
4/14/2012,0
4/15/2012,0.08
4/16/2012,0
4/17/2012,0
4/18/2012,0
4/19/2012,0
4/20/2012,0
4/21/2012,0
4/22/2012,0.1
4/23/2012,0.1
4/24/2012,0
4/25/2012,0.02
4/26/2012,0
4/27/2012,0.13
4/28/2012,0
4/29/2012,0
4/30/2012,0
5/1/2012,0
5/2/2012,0
5/3/2012,0.06
5/4/2012,0.01
5/5/2012,0.1
5/6/2012,0.02
5/7/2012,0
5/8/2012,0
5/9/2012,0
5/10/2012,0
5/11/2012,0
5/12/2012,0
5/13/2012,0
5/14/2012,0
5/15/2012,0
5/16/2012,0
5/17/2012,0.01
5/18/2012,0
5/19/2012,0
5/20/2012,0
5/21/2012,0
5/22/2012,0
5/23/2012,0
5/24/2012,0
5/25/2012,0
5/26/2012,0.01
5/27/2012,0.01
5/28/2012,0
5/29/2012,0
5/30/2012,0
5/31/2012,0.15
6/1/2012,0
6/2/2012,0
6/3/2012,0
6/4/2012,0
6/5/2012,0
6/6/2012,0.12
6/7/2012,0
6/8/2012,0
6/9/2012,0
6/10/2012,0
6/11/2012,0
6/12/2012,0.01
6/13/2012,0.01
6/14/2012,0
6/15/2012,0
6/16/2012,0
6/17/2012,0
6/18/2012,0
6/19/2012,0.25
6/20/2012,0.25
6/21/2012,0
6/22/2012,0
6/23/2012,0.1
6/24/2012,0
6/25/2012,0.51
6/26/2012,0.19
6/27/2012,0.15
6/28/2012,0
6/29/2012,0.06
6/30/2012,0
7/1/2012,0
7/2/2012,0
7/3/2012,0.2
7/4/2012,0
7/5/2012,0.13
7/6/2012,0.07
7/7/2012,0.07
7/8/2012,0.01
7/9/2012,0
7/10/2012,0
7/11/2012,0
7/12/2012,0
7/13/2012,0
7/14/2012,0.02
7/15/2012,0
7/16/2012,0.01
7/17/2012,0.02
7/18/2012,0.02
7/19/2012,0.07
7/20/2012,0.05
7/21/2012,0
7/22/2012,0
7/23/2012,0.03
7/24/2012,0
7/25/2012,0
7/26/2012,0
7/27/2012,0
7/28/2012,0.05
7/29/2012,0
7/30/2012,0.02
7/31/2012,0
8/1/2012,0
8/2/2012,0
8/3/2012,0
8/4/2012,0
8/5/2012,0.05
8/6/2012,0.02
8/7/2012,0
8/8/2012,0.01
8/9/2012,0.03
8/10/2012,0
8/11/2012,0.19
8/12/2012,0
8/13/2012,0
8/14/2012,0.09
8/15/2012,0
8/16/2012,0
8/17/2012,0
8/18/2012,0.03
8/19/2012,0.05
8/20/2012,0
8/21/2012,0.02
8/22/2012,0.01
8/23/2012,0
8/24/2012,0
8/25/2012,0
8/26/2012,0.01
8/27/2012,0.04
8/28/2012,0.03
8/29/2012,0.05
8/30/2012,0.04
8/31/2012,0
9/1/2012,0
9/2/2012,0
9/3/2012,0
9/4/2012,0
9/5/2012,0
9/6/2012,0.07
9/7/2012,0.02
9/8/2012,0.14
9/9/2012,0.02
9/10/2012,0
9/11/2012,0
9/12/2012,0.05
9/13/2012,0
9/14/2012,0.19
9/15/2012,0
9/16/2012,0
9/17/2012,0
9/18/2012,0.13
9/19/2012,0.27
9/20/2012,0.21
9/21/2012,0.05
9/22/2012,0
9/23/2012,0.09
9/24/2012,0.1
9/25/2012,0.03
9/26/2012,0.01
9/27/2012,0
9/28/2012,0
9/29/2012,0
9/30/2012,0.04
10/1/2012,0.01
10/2/2012,0
10/3/2012,0
10/4/2012,0
10/5/2012,0
10/6/2012,0
10/7/2012,0
10/8/2012,0
10/9/2012,0
10/10/2012,0
10/11/2012,0.03
10/12/2012,0
10/13/2012,0
10/14/2012,0
10/15/2012,0.2
10/16/2012,0
10/17/2012,0
10/18/2012,0.14
10/19/2012,0.03
10/20/2012,0
10/21/2012,0
10/22/2012,0
10/23/2012,0
10/24/2012,0
10/25/2012,0.82
10/26/2012,0
10/27/2012,0
10/28/2012,0.05
10/29/2012,0.11
10/30/2012,0.12
11/1/2012,
11/2/2012,0
11/3/2012,0
11/4/2012,0
11/5/2012,0
11/6/2012,0
11/7/2012,0.1
11/8/2012,0
11/9/2012,0
11/10/2012,0
11/11/2012,0
11/12/2012,0
11/13/2012,0.03
11/14/2012,0.1
11/15/2012,0
11/16/2012,
11/17/2012,0.1
11/18/2012,0
11/19/2012,0
11/20/2012,0
11/21/2012,0
11/22/2012,0
11/23/2012,0
11/24/2012,0
11/25/2012,0
11/26/2012,0.16
11/27/2012,0
11/28/2012,0
11/29/2012,0
11/30/2012,0
12/1/2012,0
12/2/2012,0
12/3/2012,0
12/4/2012,0.08
12/5/2012,1.02
12/6/2012,0.01
12/7/2012,0
12/8/2012,0
12/9/2012,0
12/10/2012,0
12/11/2012,0
12/12/2012,0.04
12/13/2012,0.13
12/14/2012,0.09
12/15/2012,0.12
12/16/2012,0.04
12/17/2012,0.09
12/18/2012,0.22
12/19/2012,0.04
12/20/2012,0.1
12/21/2012,0.02
12/22/2012,0
12/23/2012,0
12/24/2012,0
12/25/2012,0.1
12/26/2012,0.03
12/27/2012,0
12/28/2012,0
12/29/2012,0
12/30/2012,0.03
12/31/2012,0
1/1/2013,0.38
1/2/2013,0.13
1/3/2013,0.43
1/4/2013,0.05
1/5/2013,0.23
1/6/2013,0.11
1/7/2013,0.02
1/8/2013,0.06
1/9/2013,0.17
1/10/2013,0.01
1/11/2013,0
1/12/2013,0.08
1/13/2013,0.06
1/14/2013,0
1/15/2013,1.07
1/16/2013,0
1/17/2013,0
1/18/2013,0.01
1/19/2013,0.05
1/20/2013,0
1/21/2013,0
1/22/2013,0
1/24/2013,
1/25/2013,0.43
1/26/2013,0.01
1/27/2013,0.02
1/28/2013,2.48
1/29/2013,0.61
1/30/2013,0.03
1/31/2013,0.02
2/1/2013,0.01
2/2/2013,0
2/3/2013,0
2/4/2013,0.01
2/5/2013,0.01
2/6/2013,0
2/7/2013,0.09
2/8/2013,0
2/9/2013,0.06
2/10/2013,0
2/11/2013,0.08
2/12/2013,0.06
2/13/2013,0
2/14/2013,0
2/15/2013,0
2/16/2013,0.03
2/17/2013,0
2/18/2013,0
2/19/2013,0.16
2/20/2013,0.03
2/21/2013,0.13
2/22/2013,0.25
2/23/2013,0.05
2/24/2013,0
2/25/2013,0.07
2/26/2013,0.03
2/27/2013,0
2/28/2013,0
3/1/2013,0
3/2/2013,0.03
3/3/2013,0
3/4/2013,0
3/5/2013,0
3/6/2013,0
3/7/2013,0.04
3/8/2013,0
3/9/2013,0.13
3/10/2013,1.11
3/11/2013,1.02
3/12/2013,0.02
3/13/2013,0.06
3/14/2013,0.13
3/15/2013,0
3/16/2013,0
3/17/2013,0
3/18/2013,0.09
3/19/2013,0
3/20/2013,0
3/21/2013,0
3/22/2013,0
3/23/2013,0.59
3/25/2013,
3/26/2013,0
3/27/2013,0.12
3/28/2013,0.03
3/29/2013,0.15
3/30/2013,0.03
3/31/2013,0.02
4/1/2013,0
4/2/2013,0.01
4/3/2013,0
4/4/2013,0.02
4/5/2013,0
4/6/2013,0
4/7/2013,0
4/8/2013,0
4/9/2013,0
4/10/2013,0
4/11/2013,0
4/12/2013,0
4/13/2013,0
4/14/2013,0
4/15/2013,0.44
4/16/2013,0.01
4/17/2013,0
4/18/2013,0
4/19/2013,0.01
4/20/2013,0
4/21/2013,0
4/22/2013,0.35
4/23/2013,0.34
4/24/2013,2.05
4/26/2013,
4/27/2013,0
4/28/2013,0
4/29/2013,0
4/30/2013,0
5/1/2013,0
5/2/2013,0
5/3/2013,0
5/4/2013,0
5/5/2013,0.15
5/6/2013,1.24
5/7/2013,0.04
5/8/2013,0
5/9/2013,0
5/10/2013,0.26
5/11/2013,0.16
5/12/2013,0.4
5/13/2013,0.12
5/14/2013,0.02
5/15/2013,0
5/16/2013,0
5/17/2013,0
5/18/2013,0.13
5/19/2013,0.06
5/20/2013,1.96
5/21/2013,0
5/22/2013,0
5/23/2013,0.03
5/24/2013,0
5/25/2013,0.08
5/26/2013,0.06
5/27/2013,0
5/28/2013,0.1
5/29/2013,0
5/30/2013,0
5/31/2013,0
6/1/2013,0
6/2/2013,0.08
6/3/2013,0.02
6/4/2013,0
6/5/2013,0
6/6/2013,0
6/7/2013,0.07
6/8/2013,0
6/9/2013,0
6/10/2013,0
6/11/2013,0
6/12/2013,0
6/13/2013,0
6/14/2013,0.28
6/15/2013,0
6/16/2013,0
6/17/2013,0
6/18/2013,0
6/19/2013,0
6/20/2013,0.07
6/21/2013,0.32
6/22/2013,0.13
6/23/2013,0.08
6/24/2013,0.01
6/25/2013,0.18
6/26/2013,0.42
6/27/2013,0.02
6/29/2013,0.05
6/30/2013,0
7/1/2013,0
7/2/2013,0.16
7/3/2013,0
7/4/2013,0
7/5/2013,0
7/6/2013,0
7/7/2013,0
7/8/2013,0.02
7/9/2013,0
7/10/2013,0.07
7/11/2013,0.06
7/12/2013,0.02
7/13/2013,0
7/14/2013,0
7/15/2013,0
7/16/2013,0
7/17/2013,0
7/18/2013,0
7/19/2013,0
7/20/2013,0
7/21/2013,0
7/22/2013,0.2
7/23/2013,0.2
7/24/2013,0.01
7/25/2013,0
7/26/2013,0
7/28/2013,
7/29/2013,0.2
7/30/2013,0.27
7/31/2013,0.08
8/1/2013,0.15
8/2/2013,0.04
8/3/2013,0
8/4/2013,0
8/5/2013,0
8/6/2013,0
8/7/2013,0
8/8/2013,0
8/9/2013,0
8/10/2013,1.67
8/11/2013,0.42
8/12/2013,0.01
8/13/2013,0
8/14/2013,0.05
8/15/2013,0
8/16/2013,0.05
8/17/2013,0
8/18/2013,0
8/19/2013,0
8/20/2013,0
8/21/2013,0.43
8/22/2013,0
8/23/2013,0
8/24/2013,0.05
8/25/2013,0
8/26/2013,0
8/27/2013,0
8/28/2013,0
8/29/2013,0.19
8/31/2013,
9/1/2013,0.09
9/2/2013,0
9/3/2013,0.05
9/4/2013,0.04
9/5/2013,0
9/6/2013,0
9/7/2013,0.53
9/9/2013,
9/10/2013,0
9/11/2013,0.25
9/12/2013,0.05
9/13/2013,0.32
9/14/2013,0.09
9/15/2013,0.15
9/16/2013,0.02
9/17/2013,0.07
9/18/2013,0.06
9/19/2013,0.04
9/20/2013,0
9/22/2013,
9/23/2013,0
9/25/2013,
9/26/2013,0.49
9/27/2013,0.02
9/28/2013,0
9/29/2013,0.07
9/30/2013,0.13
10/1/2013,0
10/2/2013,0
10/3/2013,0
10/4/2013,0
10/6/2013,
10/7/2013,0
10/8/2013,0
10/9/2013,0
10/10/2013,0.07
10/11/2013,0
10/12/2013,0.06
10/13/2013,0
10/14/2013,0.68
10/15/2013,0
10/16/2013,0
10/17/2013,0
10/18/2013,0.05
10/19/2013,0
10/20/2013,0.01
10/21/2013,0
10/22/2013,0
10/23/2013,0
10/24/2013,0.11
10/25/2013,0
10/26/2013,0
10/28/2013,
10/29/2013,0
10/30/2013,0
10/31/2013,0
11/1/2013,0
11/2/2013,0.07
11/3/2013,0
11/4/2013,0
11/5/2013,0
11/6/2013,0.05
11/7/2013,0.2
11/8/2013,0.02
11/9/2013,0.04
11/10/2013,4.76
11/11/2013,0.03
11/12/2013,0.24
11/13/2013,0
11/14/2013,0.05
11/15/2013,0.78
11/17/2013,
11/20/2013,
11/21/2013,0
11/22/2013,0
11/23/2013,0
11/24/2013,0
11/25/2013,0
11/26/2013,0
11/27/2013,0
11/28/2013,0
11/29/2013,0
11/30/2013,0.38
12/1/2013,0.09
12/2/2013,2.25
12/3/2013,0.09
12/4/2013,0
12/5/2013,0
12/6/2013,0
12/7/2013,0
12/8/2013,0
12/9/2013,0
12/10/2013,0.03
12/11/2013,0
12/12/2013,0.02
12/13/2013,0.02
12/14/2013,0
12/15/2013,0.1
12/16/2013,0.88
12/17/2013,0
12/18/2013,0
